"Subject" "Date" "Unique_ID" "Cell_Type" "Contrast_Agent" "Protocol" "Parameter" "Statistic" "Value"
"891" "Martin" "101017" "Martin101017NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "Area" "5%" 57.4
"892" "Martin" "101017" "Martin101017NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "Area" "95%" 80.3
"893" "Martin" "101017" "Martin101017NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "Deformation" "Mean" 6.68
"894" "Martin" "101017" "Martin101017NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "Deformation" "SD" 1.65
"895" "Martin" "101017" "Martin101017NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "Deformation" "5%" 3.97
"896" "Martin" "101017" "Martin101017NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "Deformation" "95%" 9.42
"897" "Martin" "101017" "Martin101017NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "E" "Mean" 0.88
"898" "Martin" "101017" "Martin101017NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "E" "SD" 0.58
"899" "Martin" "101017" "Martin101017NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "E" "5%" 0.71
"900" "Martin" "101017" "Martin101017NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "E" "95%" 1.06
"901" "Martin" "101017" "Martin101017NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "Area" "Mean" 66.4
"902" "Martin" "101017" "Martin101017NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "Area" "SD" 6.22
"903" "Martin" "101017" "Martin101017NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "Area" "5%" 57.3
"904" "Martin" "101017" "Martin101017NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "Area" "95%" 75.9
"905" "Martin" "101017" "Martin101017NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "Deformation" "Mean" 6.15
"906" "Martin" "101017" "Martin101017NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "Deformation" "SD" 1.68
"907" "Martin" "101017" "Martin101017NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "Deformation" "5%" 3.74
"908" "Martin" "101017" "Martin101017NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "Deformation" "95%" 9.5
"909" "Martin" "101017" "Martin101017NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "E" "Mean" 0.87
"910" "Martin" "101017" "Martin101017NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "E" "SD" 0.11
"911" "Martin" "101017" "Martin101017NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "E" "5%" 0.73
"912" "Martin" "101017" "Martin101017NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "E" "95%" 1.1
"913" "Martin" "111317" "Martin111317NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "Area" "Mean" 65.9
"914" "Martin" "111317" "Martin111317NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "Area" "SD" 8.13
"915" "Martin" "111317" "Martin111317NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "Area" "5%" 56.3
"916" "Martin" "111317" "Martin111317NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "Area" "95%" 84.5
"917" "Martin" "111317" "Martin111317NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "Deformation" "Mean" 4.67
"918" "Martin" "111317" "Martin111317NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "Deformation" "SD" 1.7
"919" "Martin" "111317" "Martin111317NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "Deformation" "5%" 2.61
"920" "Martin" "111317" "Martin111317NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "Deformation" "95%" 7.85
"921" "Martin" "111317" "Martin111317NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "E" "Mean" 1.05
"922" "Martin" "111317" "Martin111317NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "E" "SD" 0.3
"923" "Martin" "111317" "Martin111317NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "E" "5%" 0.75
"924" "Martin" "111317" "Martin111317NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "E" "95%" 1.4
"925" "Martin" "111317" "Martin111317NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "Area" "Mean" 67.9
"926" "Martin" "111317" "Martin111317NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "Area" "SD" 9.71
"927" "Martin" "111317" "Martin111317NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "Area" "5%" 55.8
"928" "Martin" "111317" "Martin111317NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "Area" "95%" 87.1
"929" "Martin" "111317" "Martin111317NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "Deformation" "Mean" 4.61
"930" "Martin" "111317" "Martin111317NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "Deformation" "SD" 1.84
"931" "Martin" "111317" "Martin111317NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "Deformation" "5%" 2.2
"932" "Martin" "111317" "Martin111317NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "Deformation" "95%" 8.76
"933" "Martin" "111317" "Martin111317NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "E" "Mean" 1.07
"934" "Martin" "111317" "Martin111317NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "E" "SD" 0.23
"935" "Martin" "111317" "Martin111317NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "E" "5%" 0.73
"936" "Martin" "111317" "Martin111317NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "E" "95%" 1.47
"937" "Philip" "000000" "Philip000000NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "Area" "Mean" 65.5
"938" "Philip" "000000" "Philip000000NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "Area" "SD" 5.79
"939" "Philip" "000000" "Philip000000NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "Area" "5%" 57.6
"940" "Philip" "000000" "Philip000000NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "Area" "95%" 76.3
"941" "Philip" "000000" "Philip000000NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "Deformation" "Mean" 5.69
"942" "Philip" "000000" "Philip000000NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "Deformation" "SD" 1.84
"943" "Philip" "000000" "Philip000000NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "Deformation" "5%" 3
"944" "Philip" "000000" "Philip000000NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "Deformation" "95%" 8.9
"945" "Philip" "000000" "Philip000000NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "E" "Mean" 0.92
"946" "Philip" "000000" "Philip000000NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "E" "SD" 0.16
"947" "Philip" "000000" "Philip000000NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "E" "5%" 0.73
"948" "Philip" "000000" "Philip000000NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "E" "95%" 1.21
"949" "Philip" "000000" "Philip000000NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "Area" "Mean" 66.1
"950" "Philip" "000000" "Philip000000NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "Area" "SD" 5.69
"951" "Philip" "000000" "Philip000000NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "Area" "5%" 57.8
"952" "Philip" "000000" "Philip000000NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "Area" "95%" 75.8
"953" "Philip" "000000" "Philip000000NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "Deformation" "Mean" 6.24
"954" "Philip" "000000" "Philip000000NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "Deformation" "SD" 1.78
"955" "Philip" "000000" "Philip000000NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "Deformation" "5%" 3.3
"956" "Philip" "000000" "Philip000000NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "Deformation" "95%" 9.29
"957" "Philip" "000000" "Philip000000NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "E" "Mean" 0.87
"958" "Philip" "000000" "Philip000000NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "E" "SD" 0.14
"959" "Philip" "000000" "Philip000000NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "E" "5%" 0.72
"960" "Philip" "000000" "Philip000000NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "E" "95%" 1.14
"961" "Gela" "030117" "Gela030117MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Area" "Mean" 65.5
"962" "Gela" "030117" "Gela030117MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Area" "SD" 6.56
"963" "Gela" "030117" "Gela030117MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Area" "5%" 56.2
"964" "Gela" "030117" "Gela030117MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Area" "95%" 77.1
"965" "Gela" "030117" "Gela030117MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Deformation" "Mean" 5.17
"966" "Gela" "030117" "Gela030117MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Deformation" "SD" 1.59
"967" "Gela" "030117" "Gela030117MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Deformation" "5%" 3
"968" "Gela" "030117" "Gela030117MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Deformation" "95%" 8.19
"969" "Gela" "030117" "Gela030117MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "E" "Mean" 0.96
"970" "Gela" "030117" "Gela030117MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "E" "SD" 0.15
"971" "Gela" "030117" "Gela030117MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "E" "5%" 0.76
"972" "Gela" "030117" "Gela030117MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "E" "95%" 1.22
"973" "Gela" "030117" "Gela030117MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Area" "Mean" 66.3
"974" "Gela" "030117" "Gela030117MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Area" "SD" 7.01
"975" "Gela" "030117" "Gela030117MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Area" "5%" 56.5
"976" "Gela" "030117" "Gela030117MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Area" "95%" 79.3
"977" "Gela" "030117" "Gela030117MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Deformation" "Mean" 5.11
"978" "Gela" "030117" "Gela030117MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Deformation" "SD" 1.71
"979" "Gela" "030117" "Gela030117MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Deformation" "5%" 2.54
"980" "Gela" "030117" "Gela030117MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Deformation" "95%" 8.38
"981" "Gela" "030117" "Gela030117MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "E" "Mean" 0.98
"982" "Gela" "030117" "Gela030117MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "E" "SD" 0.19
"983" "Gela" "030117" "Gela030117MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "E" "5%" 0.76
"984" "Gela" "030117" "Gela030117MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "E" "95%" 1.36
"985" "Maik" "030217" "Maik030217MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Area" "Mean" 64
"986" "Maik" "030217" "Maik030217MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Area" "SD" 4.21
"987" "Maik" "030217" "Maik030217MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Area" "5%" 57.4
"988" "Maik" "030217" "Maik030217MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Area" "95%" 71.2
"989" "Maik" "030217" "Maik030217MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Deformation" "Mean" 5.13
"990" "Maik" "030217" "Maik030217MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Deformation" "SD" 1.56
"991" "Maik" "030217" "Maik030217MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Deformation" "5%" 3.15
"992" "Maik" "030217" "Maik030217MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Deformation" "95%" 8.26
"993" "Maik" "030217" "Maik030217MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "E" "Mean" 0.95
"994" "Maik" "030217" "Maik030217MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "E" "SD" 0.16
"995" "Maik" "030217" "Maik030217MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "E" "5%" 0.75
"996" "Maik" "030217" "Maik030217MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "E" "95%" 1.19
"997" "Maik" "030217" "Maik030217MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Area" "Mean" 64.7
"998" "Maik" "030217" "Maik030217MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Area" "SD" 4.76
"999" "Maik" "030217" "Maik030217MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Area" "5%" 57.6
"1000" "Maik" "030217" "Maik030217MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Area" "95%" 73.8
"1001" "Maik" "030217" "Maik030217MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Deformation" "Mean" 4.81
"1002" "Maik" "030217" "Maik030217MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Deformation" "SD" 1.57
"1003" "Maik" "030217" "Maik030217MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Deformation" "5%" 2.6
"1004" "Maik" "030217" "Maik030217MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Deformation" "95%" 8.07
"1005" "Maik" "030217" "Maik030217MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "E" "Mean" 1
"1006" "Maik" "030217" "Maik030217MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "E" "SD" 0.17
"1007" "Maik" "030217" "Maik030217MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "E" "5%" 0.78
"1008" "Maik" "030217" "Maik030217MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "E" "95%" 1.3
"1009" "AngelaS" "030317" "AngelaS030317MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Area" "Mean" 64
"1010" "AngelaS" "030317" "AngelaS030317MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Area" "SD" 5.08
"1011" "AngelaS" "030317" "AngelaS030317MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Area" "5%" 57
"1012" "AngelaS" "030317" "AngelaS030317MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Area" "95%" 73.5
"1013" "AngelaS" "030317" "AngelaS030317MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Deformation" "Mean" 5.07
"1014" "AngelaS" "030317" "AngelaS030317MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Deformation" "SD" 1.79
"1015" "AngelaS" "030317" "AngelaS030317MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Deformation" "5%" 2.91
"1016" "AngelaS" "030317" "AngelaS030317MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Deformation" "95%" 8.77
"1017" "AngelaS" "030317" "AngelaS030317MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "E" "Mean" 0.97
"1018" "AngelaS" "030317" "AngelaS030317MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "E" "SD" 0.17
"1019" "AngelaS" "030317" "AngelaS030317MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "E" "5%" 0.74
"1020" "AngelaS" "030317" "AngelaS030317MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "E" "95%" 1.25
"1021" "AngelaS" "030317" "AngelaS030317MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Area" "Mean" 62
"1022" "AngelaS" "030317" "AngelaS030317MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Area" "SD" 4.7
"1023" "AngelaS" "030317" "AngelaS030317MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Area" "5%" 55.7
"1024" "AngelaS" "030317" "AngelaS030317MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Area" "95%" 70.6
"1025" "AngelaS" "030317" "AngelaS030317MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Deformation" "Mean" 4.49
"1026" "AngelaS" "030317" "AngelaS030317MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Deformation" "SD" 1.67
"1027" "AngelaS" "030317" "AngelaS030317MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Deformation" "5%" 2.4
"1028" "AngelaS" "030317" "AngelaS030317MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Deformation" "95%" 7.99
"1029" "AngelaS" "030317" "AngelaS030317MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "E" "Mean" 1.03
"1030" "AngelaS" "030317" "AngelaS030317MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "E" "SD" 0.2
"1031" "AngelaS" "030317" "AngelaS030317MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "E" "5%" 0.75
"1032" "AngelaS" "030317" "AngelaS030317MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "E" "95%" 1.39
"1033" "Gela" "061317" "Gela061317MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Area" "Mean" 63.6
"1034" "Gela" "061317" "Gela061317MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Area" "SD" 5.18
"1035" "Gela" "061317" "Gela061317MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Area" "5%" 56.7
"1036" "Gela" "061317" "Gela061317MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Area" "95%" 72.6
"1037" "Gela" "061317" "Gela061317MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Deformation" "Mean" 5.16
"1038" "Gela" "061317" "Gela061317MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Deformation" "SD" 1.75
"1039" "Gela" "061317" "Gela061317MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Deformation" "5%" 2.86
"1040" "Gela" "061317" "Gela061317MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Deformation" "95%" 8.92
"1041" "Gela" "061317" "Gela061317MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "E" "Mean" 0.95
"1042" "Gela" "061317" "Gela061317MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "E" "SD" 0.16
"1043" "Gela" "061317" "Gela061317MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "E" "5%" 0.72
"1044" "Gela" "061317" "Gela061317MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "E" "95%" 1.25
"1045" "Gela" "061317" "Gela061317MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Area" "Mean" 66.2
"1046" "Gela" "061317" "Gela061317MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Area" "SD" 6.09
"1047" "Gela" "061317" "Gela061317MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Area" "5%" 57
"1048" "Gela" "061317" "Gela061317MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Area" "95%" 76.4
"1049" "Gela" "061317" "Gela061317MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Deformation" "Mean" 4.93
"1050" "Gela" "061317" "Gela061317MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Deformation" "SD" 1.75
"1051" "Gela" "061317" "Gela061317MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Deformation" "5%" 2.71
"1052" "Gela" "061317" "Gela061317MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Deformation" "95%" 8.71
"1053" "Gela" "061317" "Gela061317MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "E" "Mean" 1
"1054" "Gela" "061317" "Gela061317MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "E" "SD" 0.18
"1055" "Gela" "061317" "Gela061317MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "E" "5%" 0.75
"1056" "Gela" "061317" "Gela061317MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "E" "95%" 1.31
"1057" "Maik" "061317" "Maik061317MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Area" "Mean" 65.8
"1058" "Maik" "061317" "Maik061317MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Area" "SD" 4.93
"1059" "Maik" "061317" "Maik061317MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Area" "5%" 58.4
"1060" "Maik" "061317" "Maik061317MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Area" "95%" 74.3
"1061" "Maik" "061317" "Maik061317MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Deformation" "Mean" 5.2
"1062" "Maik" "061317" "Maik061317MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Deformation" "SD" 1.69
"1063" "Maik" "061317" "Maik061317MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Deformation" "5%" 2.92
"1064" "Maik" "061317" "Maik061317MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Deformation" "95%" 8.47
"1065" "Maik" "061317" "Maik061317MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "E" "Mean" 0.96
"1066" "Maik" "061317" "Maik061317MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "E" "SD" 0.2
"1067" "Maik" "061317" "Maik061317MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "E" "5%" 0.74
"1068" "Maik" "061317" "Maik061317MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "E" "95%" 1.24
"1069" "Maik" "061317" "Maik061317MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Area" "Mean" 65.4
"1070" "Maik" "061317" "Maik061317MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Area" "SD" 5.95
"1071" "Maik" "061317" "Maik061317MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Area" "5%" 56.2
"1072" "Maik" "061317" "Maik061317MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Area" "95%" 74.6
"1073" "Maik" "061317" "Maik061317MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Deformation" "Mean" 5.43
"1074" "Maik" "061317" "Maik061317MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Deformation" "SD" 1.74
"1075" "Maik" "061317" "Maik061317MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Deformation" "5%" 3.11
"1076" "Maik" "061317" "Maik061317MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Deformation" "95%" 9.06
"1077" "Maik" "061317" "Maik061317MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "E" "Mean" 0.94
"1078" "Maik" "061317" "Maik061317MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "E" "SD" 0.17
"1079" "Maik" "061317" "Maik061317MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "E" "5%" 0.74
"1080" "Maik" "061317" "Maik061317MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "E" "95%" 1.19
"1081" "Gela" "090417" "Gela090417MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Area" "Mean" 65.6
"1082" "Gela" "090417" "Gela090417MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Area" "SD" 5.28
"1083" "Gela" "090417" "Gela090417MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Area" "5%" 58.1
"1084" "Gela" "090417" "Gela090417MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Area" "95%" 75.3
"1085" "Gela" "090417" "Gela090417MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Deformation" "Mean" 4.27
"1086" "Gela" "090417" "Gela090417MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Deformation" "SD" 1.45
"1087" "Gela" "090417" "Gela090417MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Deformation" "5%" 2.53
"1088" "Gela" "090417" "Gela090417MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Deformation" "95%" 7.17
"1089" "Gela" "090417" "Gela090417MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "E" "Mean" 1.07
"1090" "Gela" "090417" "Gela090417MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "E" "SD" 0.18
"1091" "Gela" "090417" "Gela090417MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "E" "5%" 0.8
"1092" "Gela" "090417" "Gela090417MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "E" "95%" 1.37
"1093" "Gela" "090417" "Gela090417MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Area" "Mean" 66.8
"1094" "Gela" "090417" "Gela090417MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Area" "SD" 5.21
"1095" "Gela" "090417" "Gela090417MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Area" "5%" 58.9
"1096" "Gela" "090417" "Gela090417MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Area" "95%" 76.1
"1097" "Gela" "090417" "Gela090417MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Deformation" "Mean" 4.84
"1098" "Gela" "090417" "Gela090417MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Deformation" "SD" 1.53
"1099" "Gela" "090417" "Gela090417MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Deformation" "5%" 2.86
"1100" "Gela" "090417" "Gela090417MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Deformation" "95%" 7.91
"1101" "Gela" "090417" "Gela090417MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "E" "Mean" 1.01
"1102" "Gela" "090417" "Gela090417MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "E" "SD" 0.21
"1103" "Gela" "090417" "Gela090417MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "E" "5%" 0.78
"1104" "Gela" "090417" "Gela090417MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "E" "95%" 1.27
"1105" "Martin" "111317" "Martin111317MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Area" "Mean" 66.5
"1106" "Martin" "111317" "Martin111317MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Area" "SD" 6.62
"1107" "Martin" "111317" "Martin111317MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Area" "5%" 56.6
"1108" "Martin" "111317" "Martin111317MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Area" "95%" 78
"1109" "Martin" "111317" "Martin111317MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Deformation" "Mean" 5.37
